sep=,
Instrument Serial Num,Reading #,Date,Time,Method Name,User Factor Name,Test Label,Collimation Status,Latitude,Longitude, Units, Compound, Compound Level, Compound Error, Concentration, Error1s,Mg Compound,Mg Compound Level,Mg Compound Error,Mg Concentration,Mg Error1s,Al Compound,Al Compound Level,Al Compound Error,Al Concentration,Al Error1s,Si Compound,Si Compound Level,Si Compound Error,Si Concentration,Si Error1s,P Compound,P Compound Level,P Compound Error,P Concentration,P Error1s,S Compound,S Compound Level,S Compound Error,S Concentration,S Error1s,K Compound,K Compound Level,K Compound Error,K Concentration,K Error1s,Ca Compound,Ca Compound Level,Ca Compound Error,Ca Concentration,Ca Error1s,Ti Compound,Ti Compound Level,Ti Compound Error,Ti Concentration,Ti Error1s,V Compound,V Compound Level,V Compound Error,V Concentration,V Error1s,Cr Compound,Cr Compound Level,Cr Compound Error,Cr Concentration,Cr Error1s,Mn Compound,Mn Compound Level,Mn Compound Error,Mn Concentration,Mn Error1s,Fe Compound,Fe Compound Level,Fe Compound Error,Fe Concentration,Fe Error1s,Co Compound,Co Compound Level,Co Compound Error,Co Concentration,Co Error1s,Ni Compound,Ni Compound Level,Ni Compound Error,Ni Concentration,Ni Error1s,Cu Compound,Cu Compound Level,Cu Compound Error,Cu Concentration,Cu Error1s,Zn Compound,Zn Compound Level,Zn Compound Error,Zn Concentration,Zn Error1s,As Compound,As Compound Level,As Compound Error,As Concentration,As Error1s,Se Compound,Se Compound Level,Se Compound Error,Se Concentration,Se Error1s,Rb Compound,Rb Compound Level,Rb Compound Error,Rb Concentration,Rb Error1s,Sr Compound,Sr Compound Level,Sr Compound Error,Sr Concentration,Sr Error1s,Y Compound,Y Compound Level,Y Compound Error,Y Concentration,Y Error1s,Zr Compound,Zr Compound Level,Zr Compound Error,Zr Concentration,Zr Error1s,Nb Compound,Nb Compound Level,Nb Compound Error,Nb Concentration,Nb Error1s,Mo Compound,Mo Compound Level,Mo Compound Error,Mo Concentration,Mo Error1s,Ag Compound,Ag Compound Level,Ag Compound Error,Ag Concentration,Ag Error1s,Cd Compound,Cd Compound Level,Cd Compound Error,Cd Concentration,Cd Error1s,Sn Compound,Sn Compound Level,Sn Compound Error,Sn Concentration,Sn Error1s,Sb Compound,Sb Compound Level,Sb Compound Error,Sb Concentration,Sb Error1s,Ba Compound,Ba Compound Level,Ba Compound Error,Ba Concentration,Ba Error1s,La Compound,La Compound Level,La Compound Error,La Concentration,La Error1s,Ce Compound,Ce Compound Level,Ce Compound Error,Ce Concentration,Ce Error1s,Pr Compound,Pr Compound Level,Pr Compound Error,Pr Concentration,Pr Error1s,Nd Compound,Nd Compound Level,Nd Compound Error,Nd Concentration,Nd Error1s,W Compound,W Compound Level,W Compound Error,W Concentration,W Error1s,Hg Compound,Hg Compound Level,Hg Compound Error,Hg Concentration,Hg Error1s,Pb Compound,Pb Compound Level,Pb Compound Error,Pb Concentration,Pb Error1s,Bi Compound,Bi Compound Level,Bi Compound Error,Bi Concentration,Bi Error1s,Th Compound,Th Compound Level,Th Compound Error,Th Concentration,Th Error1s,U Compound,U Compound Level,U Compound Error,U Concentration,U Error1s,LE Compound,LE Compound Level,LE Compound Error,LE Concentration,LE Error1s,Real Time 1,Real Time 2,Real Time 3,
803071,4,2021-03-10,10:54:49,Geochem(3-Beam),,4-RP11,No,,,PPM,,,,0,0,,,,0,3465,,,,51819,538,,,,136020,594,,,,0,108,,,,0,139,,,,3059,34,,,,1366,21,,,,7905,121,,,,253,32,,,,439,19,,,,432,18,,,,142631,538,,,,146,44,,,,344,10,,,,429,9,,,,48,4,,,,12,2,,,,5,1,,,,48,1,,,,32,1,,,,17,2,,,,342,3,,,,16,2,,,,0,2,,,,11,2,,,,0,6,,,,0,9,,,,0,12,,,,270,26,,,,0,1128,,,,163,48,,,,0,1820,,,,0,2370,,,,0,4,,,,0,3,,,,15,3,,,,0,8,,,,0,3,,,,0,2,,,,654176,828,15,15,15,
803071,4,2021-03-10,10:55:41,Geochem(3-Beam),,4-RP12,No,,,PPM,,,,0,0,,,,0,3355,,,,52222,538,,,,135439,590,,,,0,108,,,,0,142,,,,2980,34,,,,1391,21,,,,7950,120,,,,259,32,,,,453,19,,,,453,18,,,,142093,534,,,,184,44,,,,346,10,,,,431,9,,,,45,4,,,,20,2,,,,6,1,,,,46,1,,,,31,1,,,,21,2,,,,338,3,,,,12,2,,,,0,2,,,,8,2,,,,0,6,,,,0,9,,,,0,12,,,,268,26,,,,0,1156,,,,0,1258,,,,0,1866,,,,0,2455,,,,0,4,,,,0,3,,,,0,2,,,,0,8,,,,0,3,,,,0,2,,,,655005,824,15,15,15,
803071,4,2021-03-10,10:56:34,Geochem(3-Beam),,4-RP13,No,,,PPM,,,,0,0,,,,0,3345,,,,52734,540,,,,135263,590,,,,0,109,,,,0,142,,,,3046,34,,,,1373,21,,,,8081,121,,,,211,31,,,,458,19,,,,445,18,,,,141986,534,,,,184,44,,,,342,10,,,,424,9,,,,44,4,,,,18,2,,,,0,1,,,,47,1,,,,30,1,,,,20,2,,,,338,3,,,,11,2,,,,0,2,,,,12,2,,,,0,6,,,,0,9,,,,0,12,,,,260,26,,,,132,44,,,,0,1218,,,,0,1815,,,,0,2368,,,,0,4,,,,0,3,,,,0,2,,,,0,8,,,,14,4,,,,0,2,,,,654526,825,15,15,15,
803071,4,2021-03-10,10:57:26,Geochem(3-Beam),,4-RP14,No,,,PPM,,,,0,0,,,,0,3387,,,,52568,540,,,,134888,590,,,,0,106,,,,0,141,,,,3013,34,,,,1317,21,,,,7894,120,,,,240,31,,,,428,18,,,,467,18,,,,142301,536,,,,0,66,,,,354,10,,,,422,9,,,,45,4,,,,15,2,,,,4,1,,,,45,1,,,,31,1,,,,20,2,,,,344,3,,,,14,2,,,,0,2,,,,0,37,,,,0,6,,,,0,9,,,,44,14,,,,246,26,,,,150,44,,,,174,48,,,,283,72,,,,0,2341,,,,0,4,,,,0,3,,,,13,3,,,,0,8,,,,0,3,,,,0,2,,,,654680,827,15,15,15,
803071,4,2021-03-10,10:58:19,Geochem(3-Beam),,4-RP15,No,,,PPM,,,,0,0,,,,0,3965,,,,53377,544,,,,136061,593,,,,0,109,,,,0,140,,,,3046,34,,,,1425,21,,,,8060,121,,,,249,32,,,,428,18,,,,484,18,,,,142940,538,,,,198,44,,,,338,10,,,,431,9,,,,50,4,,,,17,2,,,,5,1,,,,45,1,,,,28,1,,,,19,2,,,,342,3,,,,16,2,,,,0,2,,,,14,3,,,,0,6,,,,0,9,,,,0,12,,,,287,26,,,,0,1172,,,,0,1264,,,,0,1880,,,,0,2459,,,,0,4,,,,0,3,,,,0,2,,,,0,8,,,,0,3,,,,0,2,,,,652139,830,15,15,15,
803071,4,2021-03-10,10:59:12,Geochem(3-Beam),,4-RP16,No,,,PPM,,,,0,0,,,,0,3273,,,,52805,541,,,,136449,594,,,,0,104,,,,0,141,,,,3062,34,,,,1425,21,,,,8103,121,,,,257,32,,,,431,19,,,,428,18,,,,142766,537,,,,0,66,,,,343,10,,,,438,9,,,,45,4,,,,14,2,,,,4,1,,,,48,1,,,,32,1,,,,19,2,,,,338,3,,,,15,2,,,,0,2,,,,13,3,,,,0,6,,,,0,9,,,,0,12,,,,271,26,,,,0,1142,,,,0,1237,,,,0,1849,,,,0,2422,,,,0,4,,,,0,3,,,,0,2,,,,0,8,,,,0,3,,,,0,2,,,,652695,828,15,15,15,
803071,4,2021-03-10,11:00:04,Geochem(3-Beam),,4-RP17,No,,,PPM,,,,0,0,,,,0,3343,,,,52440,539,,,,136191,593,,,,0,108,,,,0,140,,,,3019,33,,,,1353,21,,,,7894,120,,,,227,31,,,,437,19,,,,441,18,,,,142511,536,,,,172,44,,,,335,10,,,,435,9,,,,52,4,,,,20,2,,,,5,1,,,,47,1,,,,33,1,,,,21,2,,,,339,3,,,,17,2,,,,0,2,,,,8,3,,,,0,6,,,,0,9,,,,0,12,,,,235,26,,,,0,1135,,,,0,1236,,,,0,1821,,,,0,2393,,,,0,4,,,,0,3,,,,0,2,,,,37,10,,,,0,3,,,,0,2,,,,653730,827,15,15,15,
803071,4,2021-03-10,11:00:57,Geochem(3-Beam),,4-RP18,No,,,PPM,,,,0,0,,,,0,3372,,,,52706,538,,,,135085,588,,,,0,108,,,,0,141,,,,3072,33,,,,1396,21,,,,7914,120,,,,286,32,,,,439,19,,,,436,18,,,,141733,532,,,,0,66,,,,350,10,,,,411,9,,,,54,4,,,,13,2,,,,0,1,,,,44,1,,,,30,1,,,,22,2,,,,341,3,,,,15,2,,,,0,2,,,,0,40,,,,0,6,,,,0,9,,,,0,12,,,,275,25,,,,156,43,,,,0,1231,,,,0,1832,,,,0,2413,,,,0,4,,,,0,3,,,,12,3,,,,32,10,,,,0,3,,,,0,2,,,,655178,822,15,15,15,
803071,4,2021-03-10,11:01:50,Geochem(3-Beam),,4-RP19,No,,,PPM,,,,0,0,,,,0,3337,,,,52076,537,,,,135747,592,,,,0,109,,,,0,143,,,,3065,34,,,,1354,21,,,,7933,122,,,,205,32,,,,442,19,,,,448,18,,,,142260,536,,,,166,44,,,,366,10,,,,420,9,,,,45,4,,,,19,2,,,,3,1,,,,48,1,,,,33,1,,,,20,2,,,,340,3,,,,11,2,,,,0,2,,,,10,2,,,,0,6,,,,0,9,,,,0,12,,,,247,26,,,,0,1136,,,,0,1220,,,,0,1823,,,,0,2389,,,,0,4,,,,0,3,,,,0,2,,,,0,8,,,,0,3,,,,0,2,,,,654741,825,15,15,15,
803071,4,2021-03-10,11:02:42,Geochem(3-Beam),,4-RP20,No,,,PPM,,,,0,0,,,,0,3378,,,,52262,537,,,,135994,592,,,,0,106,,,,0,141,,,,3060,34,,,,1381,21,,,,7977,120,,,,271,32,,,,428,18,,,,453,18,,,,142290,535,,,,161,44,,,,361,10,,,,430,9,,,,44,4,,,,13,2,,,,5,1,,,,46,1,,,,29,1,,,,17,2,,,,334,3,,,,16,2,,,,0,2,,,,0,41,,,,0,6,,,,0,9,,,,0,12,,,,252,26,,,,0,1142,,,,0,1235,,,,0,1828,,,,0,2415,,,,0,4,,,,0,3,,,,12,3,,,,0,8,,,,0,3,,,,0,2,,,,654162,825,15,15,15,
